IDcyclist,gene_sz_lastname,gene_sz_firstname,gene_sz_firstlastname,fkIDteam,fkIDregion,fkIDcontract,fkIDprevcontract,fkIDnextcontract,gene_sz_photo,gene_i_birthdate,gene_f_popularity,gene_f_popularity_max,value_i_rank_voted,value_f_potentiel,value_f_current_ability,current_f_stage_score,fkIDrace,fkIDlaststage,fkIDcyclist_state,fkIDtype_rider,fkIDinjury,fkIDtga_skin,gene_i_size,gene_i_weight,prerace_i_cyclist,race_b_withdrawal,fkIDstaff_trainer,charac_i_plain,limit_i_plain,charac_i_mountain,limit_i_mountain,charac_i_medium_mountain,limit_i_medium_mountain,charac_i_downhilling,limit_i_downhilling,charac_i_cobble,limit_i_cobble,charac_i_timetrial,limit_i_timetrial,charac_i_prologue,limit_i_prologue,charac_i_sprint,limit_i_sprint,charac_i_acceleration,limit_i_acceleration,charac_i_endurance,limit_i_endurance,charac_i_resistance,limit_i_resistance,charac_i_recuperation,limit_i_recuperation,charac_i_hill,limit_i_hill,charac_i_baroudeur,limit_i_baroudeur,charac_bitfield_mental,charac_i_tour,charac_i_classic,fitness_i_handicap,gene_b_will_retire,fkIDtraining_camp,gene_i_dossard,gene_i_champion_bit,gene_b_nominated,CONSTANT,gene_sz_soundname,fkIDstate_roster,gene_b_inshortlist,gene_i_date_last_breakaway,gene_i_date_last_punchers,gene_ilist_fkIDfavorite_races,fkIDworkplan,bit_i_contrat_preference,value_f_capital,gene_i_ptmap,fkIDyear_progression,value_f_gain,value_i_trainingstyle,fkIDcontract_preference_preset,iContract_fidelity,iContract_refusal_cooldown,value_i_knowledge,fkIDcyclist_leader,value_i_yearneopro,gene_i_nb_total_victory,gene_i_nb_tdf,gene_i_nb_giro,gene_i_nb_vuelta,gene_i_nb_sanremo,gene_i_nb_flandres,gene_i_nb_roubaix,gene_i_nb_liege,gene_i_nb_lombardia
8784,Edinger,Roei,Edinger R.,242,7001,0,0,0,,20060509,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,63,0,61,0,61,0,61,0,55,0,57,0,56,0,58,0,64,0,60,0,60,0,58,0,65,0,63,0,0,0,0,0,0,0,0,0,0,,Edinger_Roei,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8785,Tarling,Finlay,Tarling F.,242,1801,0,0,0,,20061002,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,68,0,64,0,66,0,69,0,62,0,65,0,64,0,60,0,59,0,62,0,63,0,63,0,68,0,58,0,0,0,0,0,0,0,0,0,0,,Tarling_Finlay,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8786,Gilmore,Brady,Gilmore B.,42,2001,0,0,0,bgilmore,20010414,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,172,70,0,0,0,71,0,65,0,70,0,69,0,66,0,62,0,63,0,75,0,75,0,69,0,71,0,71,0,74,0,69,0,0,0,0,0,0,0,0,0,0,,Gilmore_Brady,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
8787,Casagrande,Diego,Casagrande D.,225,1703,0,0,0,,20040805,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,66,0,60,0,63,0,69,0,58,0,57,0,60,0,62,0,65,0,58,0,58,0,60,0,66,0,67,0,0,0,0,0,0,0,0,0,0,,Casagrande_Diego,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8788,Guillemette,Mathias,Guillemette M.,225,2201,0,0,0,,20020114,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,180,73,0,0,0,65,0,53,0,55,0,63,0,60,0,57,0,58,0,66,0,67,0,57,0,57,0,55,0,60,0,55,0,0,0,0,0,0,0,0,0,0,,Guillemette_Mathias,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8789,Král,Kristof,Král K.,163,3301,0,0,0,,20060703,0.0,0.0,0,4.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,64,0,60,0,63,0,68,0,61,0,59,0,59,0,65,0,68,0,56,0,57,0,55,0,65,0,61,0,0,0,0,0,0,0,0,0,0,,Kral_Kristof,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8790,Mätik,Oliver,Mätik O.,225,1201,0,0,0,,20060603,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,65,0,55,0,60,0,69,0,62,0,62,0,62,0,63,0,65,0,59,0,59,0,58,0,61,0,55,0,0,0,0,0,0,0,0,0,0,,Matik_Oliver,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8791,Melot,Noé,Melot N.,225,321,0,0,0,,20050907,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,61,0,65,0,63,0,62,0,57,0,61,0,62,0,54,0,52,0,54,0,56,0,57,0,64,0,71,0,0,0,0,0,0,0,0,0,0,,Melot_Noe,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8792,Stiansen,Jesper,Stiansen J.,225,3501,0,0,0,,20050422,0.0,0.0,0,4.5,0.0,0.0,0,0,3,0,0,0,175,66,0,0,0,68,0,60,0,66,0,68,0,63,0,63,0,67,0,67,0,71,0,67,0,66,0,65,0,71,0,68,0,0,0,0,0,0,0,0,0,0,,Stiansen_Jesper,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8793,Wallenborn,Arno,Wallenborn A.,119,1901,0,0,0,,20030408,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,66,0,60,0,62,0,68,0,60,0,61,0,61,0,59,0,62,0,60,0,61,0,60,0,66,0,58,0,0,0,0,0,0,0,0,0,0,,Wallenborn_Arno,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8794,Medway,Jackson,Medway J.,225,2001,0,0,0,,20041015,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,66,0,56,0,59,0,63,0,60,0,65,0,65,0,61,0,59,0,60,0,60,0,59,0,60,0,66,0,0,0,0,0,0,0,0,0,0,,Medway_Jackson,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8795,Tinner,Joël,Tinner J.,119,1701,0,0,0,,20040605,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,60,0,65,0,65,0,66,0,50,0,62,0,61,0,55,0,62,0,55,0,53,0,53,0,62,0,64,0,0,0,0,0,0,0,0,0,0,,Tinner_Joel,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8796,Andreaus,Elia,Andreaus E.,213,201,0,0,0,,20060414,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,61,0,61,0,63,0,67,0,56,0,56,0,59,0,56,0,56,0,58,0,58,0,55,0,65,0,68,0,0,0,0,0,0,0,0,0,0,,Andreaus_Elia,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8797,Basso,Santiago,Basso S.,213,201,0,0,0,,20060526,0.0,0.0,0,2.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,59,0,65,0,65,0,68,0,58,0,54,0,56,0,59,0,60,0,58,0,55,0,56,0,64,0,56,0,0,0,0,0,0,0,0,0,0,,Basso_Santiago,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8798,Borremans,Kasper,Borremans K.,213,4701,0,0,0,,20060821,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,64,0,68,0,69,0,66,0,60,0,60,0,61,0,63,0,66,0,62,0,63,0,65,0,69,0,70,0,0,0,0,0,0,0,0,0,0,,Borremans_Kasper,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8799,Consolidani,Leonardo,Consolidani L.,213,212,0,0,0,,20060506,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,170,59,0,0,0,63,0,58,0,61,0,65,0,57,0,57,0,58,0,64,0,64,0,57,0,54,0,53,0,61,0,57,0,0,0,0,0,0,0,0,0,0,,Consolidani_Leonardo,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8800,Dunwoody,Seth,Dunwoody S.,213,3101,0,0,0,,20060526,0.0,0.0,0,5.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,70,0,57,0,61,0,68,0,68,0,66,0,66,0,70,0,71,0,63,0,64,0,63,0,64,0,69,0,0,0,0,0,0,0,0,0,0,,Dunwoody_Seth,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8801,Huysmans,Nolan,Huysmans N.,69,402,0,0,0,nhuysmans,20060107,0.0,0.0,0,4.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,69,0,55,0,58,0,66,0,64,0,57,0,57,0,67,0,67,0,64,0,65,0,63,0,64,0,59,0,0,0,0,0,0,0,0,0,0,,Huysmans_Nolan,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8802,Omrzel,Jakob,Omrzel J.,13,2801,0,0,0,jomrzel,20060321,0.0,0.0,0,5.0,0.0,0.0,0,0,3,0,0,0,185,62,0,0,0,67,0,72,0,73,0,69,0,63,0,57,0,57,0,62,0,64,0,69,0,67,0,67,0,73,0,60,0,0,0,0,0,0,0,0,128,0,,Omrzel_Jakob,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8803,Turada,Yoshiki,Turada Y.,95,2101,0,0,0,,20020123,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,65,0,60,0,62,0,69,0,60,0,57,0,58,0,65,0,67,0,61,0,63,0,63,0,64,0,56,0,0,0,0,0,0,0,0,0,0,,Terada_Yoshiki,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8804,Kristensen,Mads,Kristensen M.,119,1001,0,0,0,mkristensen,20060404,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,64,0,57,0,60,0,65,0,63,0,65,0,64,0,61,0,62,0,59,0,62,0,56,0,63,0,64,0,0,0,0,0,0,0,0,0,0,,Kristensen_Mads,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8805,Hellerup,Malte,Hellerup M.,147,1001,0,0,0,mhellerup,20040407,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,66,0,65,0,67,0,67,0,60,0,60,0,61,0,60,0,65,0,63,0,65,0,64,0,68,0,67,0,0,0,0,0,0,0,0,0,0,,Hellerup_Malte,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8806,Schultz Jølving,Otto,Schultz Jølving O.,147,1003,0,0,0,oschultzjolving,20060925,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,61,0,60,0,62,0,64,0,59,0,60,0,60,0,59,0,63,0,56,0,58,0,57,0,63,0,61,0,0,0,0,0,0,0,0,0,0,,Jolving_Otto,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8807,Danklof,Bram,Danklof B.,146,508,0,0,0,,20061020,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,66,0,55,0,58,0,66,0,62,0,59,0,59,0,61,0,58,0,60,0,58,0,59,0,62,0,69,0,0,0,0,0,0,0,0,0,0,,Danklof_Bram,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8808,Tijsen,Tristan,Tijsen T.,146,501,0,0,0,,20060405,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,65,0,57,0,60,0,61,0,63,0,60,0,60,0,60,0,55,0,57,0,57,0,54,0,61,0,62,0,0,0,0,0,0,0,0,0,0,,Tijsen_Tristan,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8809,Veelers,Teun,Veelers T.,146,509,0,0,0,tveelers,20011102,0.0,0.0,0,2.0,0.0,0.0,0,0,3,0,0,0,187,74,0,0,0,67,0,55,0,56,0,67,0,60,0,59,0,61,0,61,0,63,0,60,0,58,0,58,0,60,0,58,0,0,0,0,0,0,0,0,0,0,,Veelers_Teun,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8810,Vries,Lukas,Vries L.,146,501,0,0,0,,20060224,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,63,0,61,0,59,0,68,0,50,0,58,0,57,0,59,0,60,0,56,0,54,0,56,0,62,0,73,0,0,0,0,0,0,0,0,0,0,,Vries_Lukas,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8811,Appelbaum,Henri,Appelbaum H.,119,710,0,0,0,,20041030,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,65,0,64,0,65,0,68,0,50,0,63,0,63,0,52,0,61,0,59,0,59,0,62,0,64,0,63,0,0,0,0,0,0,0,0,0,0,,Appelbaum_Henri,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8812,Gonter,Nicolas,Gonter N.,114,1701,0,0,0,,20060205,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,62,0,65,0,65,0,66,0,58,0,56,0,56,0,58,0,64,0,61,0,60,0,60,0,65,0,66,0,0,0,0,0,0,0,0,0,0,,Ginter_Nicolas,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8813,Nevák,Samuel,Nevák S.,114,2701,0,0,0,,20050110,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,176,63,0,0,0,69,0,61,0,65,0,66,0,62,0,60,0,62,0,65,0,68,0,64,0,65,0,64,0,68,0,70,0,0,0,0,0,0,0,0,0,0,,Novak_Samuel,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8814,Rützlar,Felix,Rützlar F.,114,3701,0,0,0,,20060518,0.0,0.0,0,2.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,62,0,59,0,61,0,63,0,52,0,58,0,56,0,60,0,61,0,53,0,57,0,57,0,60,0,55,0,0,0,0,0,0,0,0,0,0,,Rutzler_Felix,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8815,Wrilich,Manolo,Wrilich M.,114,3701,0,0,0,,20060502,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,173,58,0,0,0,60,0,65,0,65,0,68,0,55,0,57,0,59,0,56,0,63,0,61,0,59,0,59,0,63,0,64,0,0,0,0,0,0,0,0,0,0,,Wrolich_Manolo,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8816,Crowley,Liam,Crowley L.,119,3101,0,0,0,,20020402,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,191,78,0,0,0,66,0,58,0,60,0,68,0,63,0,61,0,62,0,60,0,62,0,60,0,60,0,60,0,63,0,59,0,0,0,0,0,0,0,0,0,0,,Crowley_Liam,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8817,Bittman,Adam,Bittman A.,58,3301,0,0,0,abittman,20060104,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,67,0,61,0,60,0,66,0,64,0,60,0,60,0,66,0,68,0,62,0,63,0,62,0,66,0,65,0,0,0,0,0,0,0,0,0,0,,Bittman_Adam,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8818,Pesek,Adam,Pesek A.,58,3301,0,0,0,apesek,20060308,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,184,64,0,0,0,66,0,63,0,65,0,69,0,62,0,60,0,60,0,61,0,63,0,63,0,63,0,64,0,69,0,70,0,0,0,0,0,0,0,0,0,0,,Pesek_Adam,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8820,Zahálka,Stepán,Zahálka S.,58,3301,0,0,0,szahalka,20060303,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,67,0,60,0,62,0,70,0,62,0,57,0,60,0,70,0,67,0,62,0,65,0,63,0,65,0,68,0,0,0,0,0,0,0,0,0,0,,Zahalka_Stepan,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8821,Aas,Eirik Vang,Aas E.V.,150,3501,0,0,0,evaas,20020113,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,70,0,58,0,62,0,67,0,64,0,64,0,66,0,61,0,65,0,63,0,65,0,63,0,67,0,70,0,0,0,0,0,0,0,0,0,0,,Vang-Aas_Eirik,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8822,Billabio,Giacomo,Billabio G.,40,204,0,0,0,,19980110,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,178,70,0,0,0,68,0,70,0,72,0,68,0,61,0,62,0,62,0,67,0,70,0,64,0,65,0,65,0,73,0,62,0,0,0,0,0,0,0,0,0,0,,Ballabio_Giacomo,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8823,Puschacher,Valentin,Puschacher V.,112,3701,0,0,0,,20060812,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,65,0,63,0,65,0,69,0,60,0,64,0,65,0,59,0,58,0,62,0,62,0,65,0,65,0,55,0,0,0,0,0,0,0,0,0,0,,Poschacher_Valentin,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8824,Raska,Richard,Raska R.,112,2701,0,0,0,,20051227,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,191,70,0,0,0,67,0,68,0,68,0,66,0,60,0,62,0,63,0,60,0,60,0,63,0,62,0,62,0,66,0,74,0,0,0,0,0,0,0,0,0,0,,Riska_Richard,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8825,Bouwens,Siebe,Bouwens S.,110,402,0,0,0,,20060308,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,187,71,0,0,0,65,0,55,0,57,0,65,0,61,0,61,0,58,0,62,0,65,0,57,0,58,0,59,0,59,0,74,0,0,0,0,0,0,0,0,0,0,,Bauwens_Siebe,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8826,Decottignies,Jordy,Decottignies J.,119,402,0,0,0,,20020312,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,67,0,54,0,55,0,68,0,64,0,59,0,59,0,63,0,62,0,60,0,60,0,62,0,57,0,63,0,0,0,0,0,0,0,0,0,0,,Decottignies_Jordy,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8827,Rigole,Brian,Rigole B.,119,402,0,0,0,,20020521,0.0,0.0,0,2.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,66,0,56,0,57,0,63,0,63,0,58,0,60,0,59,0,58,0,60,0,60,0,58,0,60,0,61,0,0,0,0,0,0,0,0,0,0,,Rigole_Brian,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8828,Stevens,Daan,Stevens D.,119,402,0,0,0,,20020510,0.0,0.0,0,2.5,0.0,0.0,0,0,3,0,0,0,188,72,0,0,0,68,0,56,0,60,0,69,0,65,0,60,0,60,0,64,0,64,0,61,0,63,0,60,0,62,0,61,0,0,0,0,0,0,0,0,0,0,,Stevens_Daan,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8829,Bellens,Jarno,Bellens J.,119,402,0,0,0,,20000718,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,183,65,0,0,0,66,0,63,0,65,0,65,0,65,0,60,0,60,0,62,0,64,0,61,0,61,0,53,0,67,0,66,0,0,0,0,0,0,0,0,0,0,,Bellens_Jarno,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8830,Biesterbos,Frits,Biesterbos F.,15,504,0,0,0,fbiesterbos,20020214,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,73,0,55,0,57,0,72,0,71,0,67,0,68,0,70,0,69,0,68,0,66,0,62,0,67,0,65,0,0,2,4,0,0,0,0,0,0,,Biesterbos_Frits,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8831,Maas,Marijn,Maas M.,158,507,0,0,0,mmaas,20020117,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,183,70,0,0,0,65,0,58,0,61,0,65,0,63,0,58,0,56,0,60,0,60,0,58,0,59,0,59,0,65,0,58,0,0,0,0,0,0,0,0,0,0,,Maas_Marijn,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8832,Mellaerts,Robbe,Mellaerts R.,119,402,0,0,0,rmellaerts,20010818,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,67,0,60,0,63,0,71,0,65,0,59,0,59,0,64,0,67,0,61,0,63,0,61,0,67,0,67,0,0,0,0,0,0,0,0,0,0,,Mellaerts_Robbe,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8833,Anastasia,Tommaso,Anastasia T.,119,201,0,0,0,,20061112,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,61,0,60,0,61,0,66,0,55,0,57,0,59,0,57,0,57,0,58,0,60,0,53,0,64,0,63,0,0,0,0,0,0,0,0,0,0,,Anastasia_Tommaso,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8834,D'Alessandro,Nicolò,D'Alessandro N.,119,201,0,0,0,,20060523,0.0,0.0,0,2.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,59,0,58,0,58,0,68,0,57,0,53,0,58,0,53,0,59,0,55,0,53,0,57,0,62,0,62,0,0,0,0,0,0,0,0,0,0,,DAlessandro_Nicolo,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8835,Fulchetti,Matteo,Fulchetti M.,104,201,0,0,0,,20050606,0.0,0.0,0,2.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,61,0,59,0,59,0,63,0,55,0,56,0,57,0,58,0,59,0,55,0,57,0,53,0,62,0,60,0,0,0,0,0,0,0,0,0,0,,Falchetti_Matteo,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8836,Gerbi,Pierluigi,Gerbi P.,104,201,0,0,0,,20060919,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,56,0,60,0,61,0,61,0,58,0,56,0,56,0,60,0,62,0,57,0,54,0,57,0,62,0,58,0,0,0,0,0,0,0,0,0,0,,Garbi_Pierluigi,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8837,Rigamonti,Thomas,Rigamonti T.,119,201,0,0,0,,20060505,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,63,0,57,0,58,0,66,0,60,0,56,0,57,0,63,0,65,0,55,0,57,0,56,0,59,0,61,0,0,0,0,0,0,0,0,0,0,,Rigamonti_Thomas,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8838,Rissi,Leonardo,Rissi L.,104,201,0,0,0,,20050612,0.0,0.0,0,2.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,62,0,61,0,63,0,66,0,57,0,54,0,53,0,59,0,60,0,59,0,58,0,56,0,64,0,58,0,0,0,0,0,0,0,0,0,0,,Rossi_Leonardo,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8839,Tala,Raffaele,Tala R.,104,201,0,0,0,,20051001,0.0,0.0,0,1.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,60,0,59,0,59,0,62,0,55,0,57,0,58,0,56,0,56,0,56,0,54,0,57,0,60,0,60,0,0,0,0,0,0,0,0,0,0,,Tela_Raffaele,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8840,Johannsen,Victor,Johannsen V.,161,1001,0,0,0,vjohannsen,20060702,0.0,0.0,0,2.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,64,0,61,0,61,0,64,0,60,0,58,0,58,0,63,0,63,0,59,0,59,0,57,0,63,0,61,0,0,0,0,0,0,0,0,0,0,,Johannsen_Victor,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8841,Stampe,Daniel,Stampe D.,161,1001,0,0,0,dstampe,19960727,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,189,79,0,0,0,72,0,56,0,63,0,67,0,66,0,62,0,63,0,69,0,69,0,64,0,66,0,65,0,68,0,72,0,0,0,0,0,0,0,0,0,0,,Stampe_Daniel,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8842,Aduszak,Ksawery,Aduszak K.,106,3001,0,0,0,,20061211,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,65,0,57,0,58,0,67,0,63,0,64,0,64,0,58,0,62,0,58,0,58,0,60,0,61,0,64,0,0,0,0,0,0,0,0,0,0,,Adaszak_Ksawery,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
